index,intensity,thickness
138,209.23685,2.8031974
139,111.74199,1.977298
140,231.7701,3.8532035
141,135.01248,2.183157
142,175.54568,2.3590937
143,133.98322,2.3707485
144,141.76144,1.5895686
145,84.06959,1.8845655
146,233.06248,3.5078132
147,205.28839,2.6642544
148,169.01018,2.691914
149,199.33134,2.9258595
150,193.65134,2.766747
151,100.56105,2.0571284
152,243.81662,3.8571498
153,161.80515,2.6210332
154,154.35606,2.6417565
155,148.07425,2.8710456
156,130.15994,2.1290288
157,235.26427,3.5372477
158,138.50974,1.977871
159,128.87918,1.6197965
160,112.38031,1.6952236
161,232.3672,3.196537
162,108.2778,1.8363351
163,97.148056,1.728756
164,110.9514,2.1702983
165,147.16866,2.2598422
166,166.46167,2.8227003
167,100.939865,1.7037121
168,195.51686,2.6054
169,115.63937,1.5162377
170,183.95595,2.4934735
171,96.43392,1.4924842
172,140.62622,2.2047422
173,148.6131,2.0572698
174,143.32727,2.200193
175,168.11484,2.8366566
176,95.98332,1.9398348
177,93.26853,1.5724041
178,123.88414,1.8233495
179,148.66301,2.3926997
180,89.45668,1.8268173
181,147.97263,2.5670972
182,243.65285,3.9038405
183,157.74448,2.6358998
184,226.55415,3.196582
185,224.20107,3.3049307
186,202.98361,2.7406487
187,104.274445,2.3550632
188,188.9571,2.6500022
189,86.437195,1.2795511
190,93.16841,2.0115201
191,86.78125,1.8356342
192,180.47116,2.2207913
193,76.25946,1.3352296
194,166.3971,2.6988788
195,92.212746,2.3692164
196,142.86993,2.8948214
197,147.63852,2.6688116
198,213.83147,3.5768182
199,171.73929,2.5692768
200,231.87238,3.5667233
201,201.52995,2.3557615
202,170.20651,2.731453
203,120.720634,2.1374843
204,168.53603,2.362481
205,231.26341,3.20162
206,188.4925,2.586689
207,244.46948,3.7707112
208,177.15558,3.0765936
209,98.31711,2.151819
210,106.36001,1.9736755
211,98.92462,1.9213095
212,156.52722,2.8583052
213,120.36397,1.8323071
214,99.77223,1.8443278
215,138.81326,2.0478816
216,167.70886,2.9179003
217,210.73746,2.7335348
218,137.84576,2.0510085
219,174.94162,2.405616
220,158.76324,2.6356804
221,136.44615,2.1995625
222,214.25247,3.4403968
223,138.59192,2.22171
224,181.85062,2.940356
225,122.61129,1.7966583
226,171.59767,2.3034072
227,132.42928,2.3284361
228,138.79959,1.9893066
229,111.02489,2.0441775
230,223.01794,3.3324835
231,103.46744,1.7367505
232,221.46576,3.167254
233,149.6181,2.4435678
234,146.18182,2.193085
235,102.69556,1.7778039
236,149.03879,2.6367414
237,220.37576,2.7085433
238,119.72211,2.070437
239,243.95538,3.7498307
240,169.51184,2.5053048
241,182.5739,2.60628
242,220.6757,3.0997028
243,156.7717,2.339542
244,125.14519,2.2475398
245,217.0937,3.2167592
246,181.2641,2.5453012
247,99.23786,2.0724893
248,174.37819,2.2446713
249,87.083115,1.3806963
250,111.06152,1.6608318
251,140.32669,2.1405563
252,180.13667,2.5147352
253,171.85162,2.615261
254,116.10069,2.2766607
255,104.97972,1.8972148
256,127.15509,2.4049478
257,149.10812,2.5074246
258,109.067795,2.1897957
259,127.98389,2.1347299
260,94.18299,1.5815967
261,104.73553,2.2747471
262,229.38443,3.2235024
263,165.6264,2.4439425
264,135.7168,2.3186367
265,85.82009,1.6886677
266,110.36554,1.7151645
267,148.867,2.7136796
268,185.2539,2.729875
269,146.60449,2.5327454
270,190.22256,2.4533346
271,229.2332,3.3686044
272,207.83661,2.538735
273,181.67804,2.671372
274,197.15184,2.9492178
275,114.33174,2.217871
276,102.2099,1.6190691
277,84.136696,1.7119768
278,110.092155,1.9007518
279,113.01086,2.0767264
280,88.591064,1.5300182
281,99.95944,2.0573564
282,119.99771,1.8948674
283,178.91083,2.5817037
284,194.96558,2.951732
285,115.43227,1.8256117
286,97.90143,2.2012708
287,109.46237,1.8384283
288,217.81166,3.2877507
289,186.12634,2.7926047
290,112.05353,2.161206
291,147.78067,2.1622539
292,102.31372,1.6897725
293,105.30303,2.102899
294,117.982635,2.4623208
295,191.17618,2.6205258
296,83.46258,1.5783201
297,250.07086,4.0764074
298,121.211716,2.3778272
299,184.89606,2.3683043
300,129.72754,2.2375522
301,121.20509,2.4767785
302,184.78746,2.71841
303,102.38075,1.388142
304,245.76872,3.836761
305,146.97546,2.7589536
306,218.7739,2.9946272
307,166.40973,2.464291
308,248.1927,3.6789424
309,157.66592,2.487287
310,154.48383,2.5057893
311,144.92345,2.128499
312,172.27246,2.8643289
313,249.21053,4.4851484
314,183.34831,2.7498286
315,182.05074,2.8408127
316,182.74597,2.585764
317,186.31355,2.505997
318,215.28642,2.8761697
319,240.58868,3.5120282
320,164.43295,2.3991451
321,87.47218,1.5371838
322,183.85416,2.5287902
323,106.69678,2.1493819
324,210.95877,3.0543067
325,169.00085,2.6373334
326,224.02582,2.9639945
327,196.14694,2.857873
328,107.83111,1.9287792
329,245.766,3.7564304
330,101.3058,1.8695309
331,119.97133,2.0099578
332,138.88669,2.3787456
333,217.11177,3.5464659
334,93.58935,1.8216738
335,208.74414,2.5746396
336,105.39183,2.198748
337,107.63278,1.6503096
338,86.0183,1.6882781
339,113.376724,1.9254506
340,185.68282,2.91596
341,225.30821,3.3872142
342,95.41479,1.8780948
343,134.5073,1.8325477
344,205.23825,2.7582483
345,79.52199,1.428788
346,215.44308,3.1379023
347,188.32043,2.5511792
348,170.66444,2.4057345
349,170.026,2.652997
350,168.75229,2.5850112
351,165.23108,2.0669374
352,222.22641,3.1086988
353,247.61813,4.727038
354,204.47688,3.1598296
355,97.54522,2.1389585
356,131.2122,2.3697355
357,174.74939,2.0496318
358,86.81713,1.9173813
359,220.15025,3.2154987
360,176.0105,2.867748
361,119.388985,2.223987
362,127.83608,1.9959708
363,166.87363,2.691427
364,157.23474,2.4914622
365,143.18582,2.9051547
366,134.65869,2.2303693
367,209.02966,2.9710193
368,169.99597,2.9278598
369,127.6554,2.121796
370,141.38527,2.6484275
371,108.99663,2.0981529
372,224.91606,3.2151756
373,226.99484,2.9118202
374,163.95319,2.5080886
375,91.871,1.7775716
376,74.94765,1.5568143
377,105.394615,2.1626568
378,239.33217,3.3532887
379,177.58873,2.489776
380,147.50874,2.2399952
381,208.37016,3.018723
382,191.21494,3.063244
383,167.28964,2.5012038
384,121.536255,2.5800939
385,221.62073,3.3572438
386,86.80919,1.7539202
387,238.36357,3.4128299
388,212.62589,2.794227
389,187.12357,2.8692424
390,160.41602,2.2328463
391,155.29068,2.4031668
392,124.49349,2.4022655
393,97.80803,1.7152507
394,160.92561,2.4316096
395,90.34013,1.7021141
396,214.87245,2.923543
397,195.69377,2.6962693
398,144.25293,2.6900997
399,188.41745,3.0391252
400,154.67465,2.649405
401,117.2663,1.9811473
402,250.48875,4.3008246
403,117.402054,1.904299
404,210.27007,3.2497125
405,99.84317,1.7403181
406,197.4614,2.6501572
407,188.56439,2.9846644
408,136.61713,2.0332763
409,79.50627,1.2193515
410,114.32915,2.1703534
411,92.45332,1.8045368
412,136.62018,2.4736235
413,157.5307,2.6897998
414,167.119,2.6120481
415,228.33832,3.3241293
416,126.80753,2.0332446
417,203.75468,3.0462239
418,105.37226,2.157604
419,114.02299,1.8357518
420,153.85732,2.55057
421,203.64622,2.6609871
422,220.94849,3.4172053
423,111.782936,2.5305905
424,133.8176,2.035711
425,155.33667,2.433533
426,148.97441,2.6324525
427,70.858154,1.3757646
428,73.44709,1.7926666
429,193.51392,2.7484632
430,99.99568,1.8539712
431,76.48151,1.3309658
432,76.22258,1.3480088
433,147.38011,1.8137403
434,118.24274,2.0059216
435,96.22621,1.4016984
436,191.78635,3.331523
437,161.36264,2.2363367
438,183.56998,2.7499952
439,211.55801,3.0866437
440,123.26363,1.9027925
441,134.32101,1.866551
442,152.62503,2.2082868
443,123.63369,2.595792
444,194.50647,2.9643142
445,80.30124,1.3080249
446,109.73718,2.038559
447,211.963,3.0722878
448,215.73273,3.140887
449,219.77496,3.106071
450,150.28445,2.025905
451,201.75851,2.5237756
452,149.54196,2.689793
453,232.75339,3.1184692
454,218.76419,3.3105597
455,240.51408,3.4752624
456,99.97476,1.7921641
457,171.58636,2.888679
458,124.528656,1.9463236
459,82.90668,1.6014282
460,124.077965,2.0030947
461,83.72797,1.4879235
462,195.07864,2.628174
463,187.40425,2.8056092
464,130.03572,2.0319295
465,120.40257,2.5052292
466,130.58739,2.0122604
467,236.74905,3.403102
468,239.09778,3.3014097
469,109.10217,2.110011
470,204.83241,3.1516004
471,251.88338,4.336497
472,99.000244,1.9975669
473,180.56743,2.6032104
474,126.58232,1.755509
475,214.23927,2.8204234
476,207.22726,3.2915704
477,162.98178,2.4168708
478,107.668945,2.126917
479,97.56898,1.5900728
480,140.15848,2.2427723
481,115.12935,2.0793686
482,140.03964,2.1379676
483,241.25632,3.8122559
484,157.99286,2.3459244
485,209.50844,2.8993437
486,122.35402,2.3719218
487,140.63483,1.764237
488,99.206985,1.8212205
489,222.38948,3.7680702
490,221.30994,3.2416666
491,171.79974,2.6008763
492,246.47215,3.633554
493,104.78155,2.3425624
494,178.64078,2.9869072
495,133.42084,2.1185415
496,116.04816,2.0657597
497,87.71428,1.4985627
498,172.1923,2.6578052
499,95.586815,2.0546122
500,207.92798,2.6757238
501,90.97805,1.8101872
502,155.15942,2.6460583
503,144.50682,2.105527
504,137.78177,2.2868204
505,183.085,2.6350644
506,139.51276,2.6208463
507,139.38217,2.3323789
508,231.23357,3.0160868
509,124.85721,2.1678205
510,185.94113,2.6358519
511,174.90161,2.9324517
512,144.7042,2.187099
513,114.17233,2.0407102
514,119.403175,2.0577996
515,175.7554,2.966974
516,88.99964,1.6639276
517,106.969215,1.9391626
518,137.39279,2.6639023
519,211.7186,2.7626102
520,111.96187,2.1024396
521,141.14351,2.4483733
522,118.45356,1.9263687
523,133.56827,2.2466555
524,172.93661,2.5761793
525,112.18646,1.8232499
526,153.64993,2.8547852
527,152.96902,2.6003776
528,241.40462,3.7020004
529,159.03162,2.8731747
530,161.94724,2.2502747
531,222.86978,3.152493
532,120.3887,2.1984625
533,141.57806,2.004401
534,101.980034,1.5513307
535,228.82799,3.455051
536,215.41174,3.487084
537,199.80554,3.2712348
538,111.26488,1.8619812
539,86.17406,1.5004365
540,225.29764,3.1879406
541,91.44092,1.6638515
542,194.0603,2.9782422
543,117.00354,2.2277517
544,171.03424,2.7308936
545,82.15025,1.8589625
546,112.3197,1.8236622
547,220.88713,3.1054163
548,140.97885,1.9789025
549,221.90175,3.1959083
550,234.49704,3.2779546
551,152.56584,2.9221883
552,134.05681,1.9182074
553,164.6842,2.4417663
554,195.61932,2.6208308
555,242.52675,3.7481694
556,195.96136,2.3688388
557,97.6352,1.904085
558,229.12556,3.0978475
559,212.45007,2.7322507
560,149.10966,2.3169346
561,107.90663,1.876258
562,148.30286,2.2973518
563,226.51973,3.390039
564,138.64297,2.001159
565,196.88016,2.6072776
566,156.22961,2.5495238
567,202.45802,2.9548345
568,140.75453,2.0377097
569,141.33643,2.649938
570,190.64116,2.5521314
571,224.67525,3.1322093
572,118.92412,2.465533
573,108.76356,1.8254478
574,131.27002,2.3360968
575,181.35693,2.6753113
576,153.30151,2.457591
577,216.84242,3.0625882
578,125.02728,2.2954948
579,105.744385,1.9984252
580,183.71712,2.3211133
581,115.987625,1.7673165
582,114.508316,1.8234621
583,177.98376,2.988796
584,83.4939,1.7189882
585,142.79694,2.2347414
586,166.90764,2.345472
587,212.63176,3.1802983
588,132.6391,2.3666894
589,106.89305,1.6989082
590,113.568436,2.208569
591,180.52023,3.3104618
592,146.19745,2.3757896
593,212.30038,3.503002
594,120.62489,2.1357608
595,117.1064,2.0855732
596,156.98407,2.377447
597,76.96141,1.4512763
598,117.72221,2.1738615
599,155.59064,2.5893922
600,132.90213,2.1466355
601,224.38022,3.3177142
602,75.21725,1.1624728
603,124.68666,2.2965312
604,117.10153,1.5503403
605,80.44718,1.4406683
606,153.85974,2.1943173
607,101.84753,2.1927557
608,240.4299,3.96738
609,218.42964,2.816975
610,167.27228,2.3980057
611,137.49393,2.3747435
612,213.2759,2.732517
613,85.19631,1.7401148
614,106.52651,1.802841
615,206.94443,3.0801396
616,77.62969,1.5029802
617,113.56882,2.1356215
618,231.5224,3.3221786
619,132.40051,2.233358
620,240.84518,3.8110898
621,202.22176,2.9495077
622,124.2966,1.9978023
623,188.788,2.6500118
624,207.26727,2.9996614
625,127.54549,2.0696194
626,126.7147,2.2606196
627,188.79233,2.7871976
628,111.925026,2.1076934
629,97.768105,1.3007118
630,222.21527,3.0474715
631,146.49341,2.2694182
632,164.26279,2.7513974
633,176.80322,2.8270488
634,185.1688,2.7494283
635,140.63742,2.325501
636,176.62073,2.3168023
637,152.52092,2.4436827
638,105.38625,1.615514
639,202.54253,3.284694
640,94.97007,1.7135531
641,145.1612,2.304654
642,92.58113,1.8157449
643,122.524506,2.3244305
644,214.33633,3.4060655
645,211.66818,2.8178134
646,253.76363,4.5011005
647,119.05701,1.9890128
648,155.64421,2.5165627
649,167.51482,2.2322478
650,101.88667,2.0812871
651,112.919136,2.0608568
652,117.412575,2.1154706
653,94.73968,1.7393898
654,116.21325,2.2912612
655,124.46965,2.4352536
656,127.7509,2.2651324
657,128.46541,2.2344425
658,124.038055,2.0857558
659,119.759384,2.2450473
660,231.47017,3.4493487
661,193.97864,2.8954601
662,213.43718,2.9087875
663,145.73184,2.608613
664,78.94189,1.699388
665,194.78877,2.7117374
666,145.8851,2.5737424
667,170.72693,2.5815816
668,125.51083,2.077448
669,223.4118,3.2459042
670,126.382324,2.0647128
671,95.180595,1.4909184
672,155.72546,2.663011
673,91.024475,1.6403348
674,146.03128,2.9131417
675,117.647545,2.1811643
676,218.24106,3.052766
677,132.81499,1.8428867
678,170.11502,2.8134248
679,81.97038,1.5426042
680,103.94101,2.3228664
681,160.23328,2.2349663
682,127.04404,1.7861423
683,154.2266,2.5483725
684,89.895966,1.9263457
685,164.5423,2.8032236
686,87.92952,1.8604648
687,138.48134,2.0281239
688,177.2655,2.7854824
689,169.76184,2.4862504
690,233.19382,3.3133845
691,152.72937,2.5674205
692,158.56497,2.802959
693,72.01653,1.5225288
694,107.06386,1.8396498
695,107.47639,2.0095026
696,93.50755,2.2196774
697,204.11674,2.9224114
698,96.581085,1.7033495
699,173.2856,2.4026918
700,228.86528,3.492175
701,99.97919,1.7781289
702,172.12576,2.79683
703,103.93504,1.8336961
704,176.8642,2.4024758
705,225.18411,3.1519792
706,232.1773,3.7554004
707,197.6364,2.4793828
708,237.3266,3.730697
709,112.64471,1.9002277
710,183.55939,2.7613792
711,130.69382,2.5134861
712,154.55342,2.5514908
713,208.7472,3.0219703
714,211.70326,3.2570684
715,151.05243,2.400416
716,121.646164,2.0697448
717,113.70386,2.0931227
718,83.434425,1.5614798
719,227.2161,3.4291608
720,164.34238,2.8791318
721,117.85516,1.8834752
722,174.01503,2.2208984
723,186.31863,2.7078116
724,243.03325,4.1887665
725,100.09149,2.3502984
726,122.575745,2.3226984
727,210.06386,3.2690015
728,226.46692,3.5752664
729,97.78012,1.7177026
730,209.33347,3.1953032
731,156.9761,2.2705817
732,143.88715,2.334174
733,111.73775,2.036388
734,192.98914,2.9121478
735,128.09756,2.045642
736,204.50742,3.2801292
737,99.940704,1.9925842
738,122.70029,1.717079
739,187.42479,3.0766778
740,136.85196,2.280621
741,220.87514,3.4485078
742,176.61362,2.3931234
743,182.2826,2.8861413
744,211.84157,3.1777768
745,189.99721,2.8266618
746,138.64322,2.196787
747,128.9714,2.4006946
748,175.35895,2.2699852
749,227.87212,3.2719169
750,128.6533,2.255589
751,133.32759,2.354529
752,190.63817,2.6204817
753,148.6576,2.3744402
754,227.97742,3.240328
755,252.66318,4.84511
756,175.51404,2.9990497
757,183.5821,3.0385404
758,86.19518,1.3628005
759,163.6576,2.214932
760,124.400505,1.9684975
761,118.31352,2.220342
762,117.23863,2.2542903
763,177.06396,2.6944983
764,161.89102,2.4864457
765,94.786705,1.3262398
766,197.79193,2.7190607
767,121.89268,1.7844298
768,217.49254,3.0430899
769,98.0688,1.9012983
770,97.04965,1.9482175
771,88.58459,1.7671329
772,229.96867,3.6523957
773,182.10898,3.0789747
774,156.24829,2.6353302
775,138.45892,2.1228871
776,88.40632,2.0751646
777,108.16461,2.0678635
778,192.98784,2.828816
779,168.21791,2.2838347
780,98.19542,2.0694256
781,111.07121,2.0409472
782,180.99033,2.2301843
783,89.56397,1.4562094
784,250.50919,4.394024
785,216.15584,3.2425466
786,230.77632,3.1443098
787,113.24722,1.6848848
788,110.215004,2.1422062
789,196.08955,2.6522965
790,174.64877,2.4809437
791,212.19067,3.1394575
792,246.72206,4.0924315
793,163.95029,2.4406219
794,136.01645,1.8489553
795,170.89383,2.2327194
796,137.27237,2.2418892
797,171.2265,2.1436768
798,193.25096,2.536034
799,154.72345,1.8754085
800,238.75742,3.4856372
801,91.754456,1.7423326
802,105.9648,1.7079588
803,157.16077,2.676409
804,171.64775,2.6708205
805,155.0138,2.6754475
806,148.68068,2.0934029
807,207.35254,2.8882127
808,134.97342,2.3506212
809,215.08437,3.3399968
810,97.23038,1.5665638
811,230.84306,3.2232575
812,219.25644,3.1399372
813,107.57682,1.6412724
814,181.05353,2.67388
815,190.54556,2.7891607
816,203.82613,2.9432287
817,240.31744,3.5133004
818,128.86905,2.0697598
819,127.739235,2.6071825
820,248.9328,4.234413
821,105.96035,1.7702315
822,144.961,2.6436718
823,130.20886,1.8444521
824,212.90182,2.955248
825,94.06433,1.9130049
826,223.75229,3.231645
827,214.38165,3.121634
828,116.90647,1.8044642
829,128.25616,2.233561
830,92.137726,2.0353498
831,196.01175,2.8709028
832,185.31882,2.9965749
833,89.76331,1.4560516
834,203.52313,3.0676122
835,106.30157,2.3997035
836,223.12668,3.2755427
837,145.40942,2.2637115
838,148.3966,2.4336772
839,187.05191,2.463601
840,82.75739,1.8589785
841,105.46793,2.1156144
842,107.09357,2.021484
843,168.69455,2.8807073
844,198.18498,2.7095213
845,161.649,2.4974568
846,207.07349,3.1553526
847,239.00656,3.7095573
848,125.75461,1.851584
849,218.91606,3.383415
850,118.30989,2.2174258
851,188.12186,2.8336668
852,164.12444,2.6428769
853,209.12422,2.7682924
854,188.21193,2.5517201
855,193.73723,2.8071475
856,102.153336,2.0258822
857,129.24434,2.0788333
858,228.69617,3.2280555
859,157.149,2.0621667
860,220.23021,2.8744433
861,85.163216,1.5183241
862,190.40399,2.8655648
863,116.65637,2.0895422
864,172.30191,2.2450423
865,104.373215,1.794875
866,161.26889,2.1625597
867,78.36362,1.5963905
868,155.18985,2.1834288
869,199.58972,2.6980345
870,233.85832,3.4269114
871,113.49018,2.0742831
872,181.21968,2.6488366
873,110.69881,2.0737867
874,125.25615,2.333696
875,81.09989,1.7722604
876,98.08598,1.7913185
877,190.70802,2.597824
878,158.09651,2.6559072
879,232.80826,3.1251595
880,123.9838,2.109281
881,207.62926,2.908545
882,89.7719,1.416191
883,189.31535,2.646489
884,205.67184,3.0445828
885,192.2094,3.0666404
886,124.46444,2.2809546
887,244.2986,3.7545662
888,164.14049,2.7001014
889,77.137245,1.5633887
890,157.7731,2.6216726
891,218.97446,3.2512648
892,147.31805,2.3645496
893,98.99525,1.9211279
894,109.49993,1.9377387
895,251.81349,4.436122
896,217.15208,3.0437195
897,140.64465,2.674538
898,240.63889,3.576931
899,87.138626,1.786157
900,181.89111,2.7205088
901,232.35272,3.8476844
902,141.07645,2.134464
903,114.07816,2.1632016
904,87.7989,1.8208052
905,136.10304,2.1081285
906,128.06546,2.0298598
907,118.05429,2.2462287
908,106.530334,1.9121851
909,202.42194,3.1227067
910,109.81668,1.7518511
911,148.37318,2.6216078
912,127.73561,2.1813045
913,98.918915,2.2070403
914,99.66906,2.1084273
915,84.47841,1.7696655
916,167.29723,2.2410157
917,248.6183,4.0406237
918,97.58739,1.6042584
919,170.66913,2.5672472
920,107.11079,2.141205
921,122.05762,1.441255
922,101.079865,1.6040521
923,117.71797,2.3105624
924,96.37732,1.7291182
925,203.22488,2.8921087
926,170.85744,2.5651352
927,231.59558,3.2705557
928,120.906906,1.9181558
929,224.64307,3.4026134
930,109.93836,1.8708766
931,170.015,2.5076602
932,133.84775,2.3220732
933,159.38007,2.824269
934,146.07611,2.4591625
935,79.74971,1.5287267
936,209.83437,2.9028544
937,114.12822,1.6827306
938,241.20178,3.8558376
939,247.22166,3.9397407
940,138.11063,2.285274
941,213.83981,2.8885024
942,133.52576,2.6780243
943,93.27815,1.5738959
944,183.59265,2.7131865
945,82.612366,1.5971901
946,180.42776,2.4817643
947,185.68542,2.935719
948,234.71942,3.2935765
949,166.47647,3.1785579
950,133.9386,2.2419617
951,148.9908,2.2755196
952,90.539635,1.7605604
953,112.481674,1.7705858
954,124.63165,2.6771052
955,227.85081,3.3589833
956,103.89952,1.7513131
957,210.30006,3.3016229
958,135.36998,1.9688625
959,198.36446,3.0071056
960,191.08186,3.11122
961,121.91427,1.884394
962,242.87294,3.834624
963,199.01782,2.3175445
964,111.62891,2.2251177
965,134.19406,2.4086719
966,107.77649,2.1150057
967,129.72345,2.1019657
968,110.94045,2.3510883
969,126.686295,2.2803
970,90.74556,1.7359874
971,104.13606,2.555175
972,187.79507,3.1947556
973,90.62284,1.6988118
974,228.45496,3.3947473
975,200.6436,3.3030715
976,167.09195,2.5708327
977,209.13326,3.0343094
978,175.96152,2.8077285
979,234.96805,3.5983803
980,94.22157,2.024223
981,246.17145,3.7486203
982,235.45676,3.5199587
983,144.48326,2.0184996
984,229.83592,3.2902682
985,103.78285,1.9526128
986,111.942665,2.1364388
987,117.03697,2.7205555
988,115.875435,2.0596006
989,216.43117,2.7750087
990,237.19356,3.3009036
991,213.69185,3.3189423
992,147.53777,2.4160771
993,93.98616,1.6502625
994,131.38974,2.7704625
995,115.197586,1.7936466
996,175.66019,2.6797364
997,152.81628,2.1912808
998,253.59639,5.2353797
999,189.44385,2.9113128
1000,246.91083,3.463575
1001,232.91452,3.4137495
1002,117.26388,1.7550809
1003,212.34372,3.1111608
1004,149.29349,2.0507607
1005,224.8326,3.2016902
1006,168.44603,2.1864161
1007,80.595215,1.5867975
1008,231.61992,3.4721003
1009,238.25713,3.8679764
1010,246.84775,4.435418
1011,117.143776,2.2564442
1012,197.42644,3.277281
1013,91.44677,1.8317578
1014,239.43797,3.7385488
1015,98.23251,2.0248282
1016,103.82326,1.9638329
1017,203.06195,3.3181558
1018,119.947174,2.176711
1019,168.53046,2.533952
1020,109.46683,2.5128746
1021,190.03783,2.9438224
1022,156.4163,2.2910495
1023,161.50577,2.2422576
1024,101.55133,2.0279634
1025,212.92169,2.9155967
1026,206.93729,2.8865337
1027,195.55562,2.4325848
1028,200.21477,3.3306222
1029,198.97777,2.5150187
1030,120.80373,2.1637774
1031,203.53525,2.7322834
1032,103.5272,1.7326367
1033,200.06564,3.0493095
1034,228.42963,3.0839877
1035,224.88823,3.8915436
1036,215.54425,3.2247481
1037,138.80887,2.3985162
1038,205.7945,2.9123492
1039,171.97368,2.4200282
1040,132.26688,1.966141
1041,179.72452,2.8947911
1042,139.35086,2.3009543
1043,119.17636,2.0938287
1044,227.43721,3.1466694
1045,211.9143,3.1183248
1046,128.76047,1.9395517
1047,239.06343,3.5424583
1048,100.79922,1.7345569
1049,104.19708,2.112438
1050,70.550476,1.3815378
1051,189.69145,2.7528834
1052,115.70526,1.6309278
1053,187.45288,2.6219506
1054,189.18027,2.5545797
1055,163.64894,2.4041455
1056,198.69304,3.3318324
1057,121.43649,2.226366
1058,107.96161,1.8202585
1059,153.83609,2.5715995
1060,115.04729,1.880306
1061,220.84601,3.3425157
1062,82.363335,1.7390609
1063,159.58722,2.6203253
1064,239.88315,3.8081117
1065,115.1255,2.4366913
1066,136.39307,2.190463
1067,86.99353,1.8664304
1068,236.41824,3.961162
1069,232.08762,3.9334075
1070,128.95718,1.8543779
1071,97.31773,1.7711034
1072,164.53348,2.2631526
1073,135.36334,2.453703
1074,170.21677,2.2298503
1075,120.11771,2.3226228
1076,93.78793,1.7429779
1077,149.7202,2.4241498
1078,206.6834,3.0103228
1079,100.992874,1.5015241
1080,185.02911,2.481797
1081,86.33754,1.7918147
1082,163.37228,2.52873
1083,120.27478,1.8043283
1084,83.0033,1.7982911
