index,thickness,intensity
324,3.196582,226.55415
325,3.3049307,224.20107
326,1.5152147,136.79523
327,2.7406487,202.98361
328,2.3550632,104.274445
329,2.0250523,101.80826
330,3.3838267,238.74185
331,2.6500022,188.9571
332,3.550354,231.98611
333,2.6528609,188.89333
334,2.8344426,215.40459
335,2.5969837,164.28152
336,1.2795511,86.437195
337,1.9131819,143.71443
338,2.3480878,125.454956
339,2.0115201,93.16841
340,2.299088,176.97285
341,1.8356342,86.78125
342,2.679428,181.3513
343,2.2207913,180.47116
344,1.3352296,76.25946
345,2.6988788,166.3971
346,2.4711657,134.18584
347,2.3692164,92.212746
348,2.078565,107.37949
349,2.8948214,142.86993
350,2.6688116,147.63852
351,2.7737527,177.81755
352,3.1302884,198.42703
353,2.553084,164.72812
354,3.5768182,213.83147
355,2.5692768,171.73929
356,2.7642395,175.91277
357,2.2889223,139.45941
358,2.1311693,141.18939
359,3.0700583,215.35197
360,3.5667233,231.87238
361,2.6669817,172.32643
362,2.6119165,175.53694
363,2.3557615,201.52995
364,2.1217344,103.26892
365,2.7196639,177.19669
366,2.731453,170.20651
367,2.2521508,111.697655
368,2.1374843,120.720634
369,3.696106,226.07687
370,2.362481,168.53603
371,2.9020724,214.03214
372,1.9246142,106.95965
373,2.7386765,185.53232
374,1.8212516,111.77881
375,1.8896462,95.5956
376,3.20162,231.26341
377,2.038895,95.623764
378,2.586689,188.4925
379,3.7707112,244.46948
380,3.1585555,199.6665
381,2.2486427,153.96222
382,3.0765936,177.15558
383,3.0000558,185.51909
384,2.151819,98.31711
385,3.8418643,242.62584
386,1.4941251,116.47499
387,2.9918559,213.79779
388,1.9736755,106.36001
389,1.9213095,98.92462
390,2.1291394,130.11028
391,2.8583052,156.52722
392,2.7499962,171.06001
393,1.8323071,120.36397
394,1.8443278,99.77223
395,2.0478816,138.81326
396,2.9179003,167.70886
397,2.7335348,210.73746
398,2.212595,150.07051
399,2.0510085,137.84576
400,2.405616,174.94162
401,2.6356804,158.76324
402,2.20583,144.38089
403,2.1995625,136.44615
404,3.4403968,214.25247
405,3.7108223,241.21101
406,3.6843877,234.83527
407,2.22171,138.59192
408,2.940356,181.85062
409,2.331428,193.4207
410,2.565433,173.46118
411,1.7966583,122.61129
412,2.3034072,171.59767
413,2.2417147,122.84087
414,3.0100534,200.22624
415,2.3284361,132.42928
416,2.3572958,119.380005
417,1.9893066,138.79959
418,2.0441775,111.02489
419,3.3324835,223.01794
420,2.4202447,161.08182
421,1.5455874,84.371704
422,1.7367505,103.46744
423,3.0988424,213.01001
424,1.8908291,104.62807
425,2.892485,187.53749
426,3.167254,221.46576
427,2.4435678,149.6181
428,1.9143622,117.82198
429,1.6045364,91.70796
430,2.193085,146.18182
431,1.7778039,102.69556
432,1.8236617,119.97597
433,2.6367414,149.03879
434,2.7085433,220.37576
435,2.070437,119.72211
436,1.9389315,93.92821
437,3.7498307,243.95538
438,2.8279748,155.95552
439,2.5053048,169.51184
440,2.60628,182.5739
441,3.0997028,220.6757
442,1.878793,132.5968
443,2.1580245,137.10315
444,2.339542,156.7717
445,2.2475398,125.14519
446,2.248203,108.22058
447,3.2167592,217.0937
448,2.8298318,198.5167
449,1.8612862,109.08769
450,2.8347936,190.35684
451,2.5453012,181.2641
452,2.1620398,134.22253
453,2.0724893,99.23786
454,3.6280634,231.15979
455,4.8941298,251.19421
456,2.447749,185.69753
457,2.0537338,107.66008
458,2.2446713,174.37819
459,1.3806963,87.083115
460,2.5130138,148.46504
461,1.6608318,111.06152
462,2.6848462,182.54881
463,2.1405563,140.32669
464,2.5147352,180.13667
465,2.615261,171.85162
466,2.2766607,116.10069
467,2.6156347,184.03198
468,1.8972148,104.97972
469,3.2728622,233.4331
470,2.4049478,127.15509
471,2.9653974,200.92404
472,2.0413406,131.15442
473,2.5074246,149.10812
474,2.1897957,109.067795
475,2.1347299,127.98389
476,1.6396627,85.712265
477,1.5815967,94.18299
478,2.2747471,104.73553
479,3.2235024,229.38443
480,2.4177146,149.99438
481,2.3894353,197.1158
482,2.4439425,165.6264
483,2.3396564,138.69147
484,2.3186367,135.7168
485,1.7102897,134.69818
486,2.4258466,186.30917
487,1.6555343,115.87307
488,1.6886677,85.82009
489,1.7151645,110.36554
490,2.7136796,148.867
491,2.729875,185.2539
492,2.6394558,184.96605
493,2.5327454,146.60449
494,2.4533346,190.22256
495,2.6728225,184.17915
496,3.3686044,229.2332
497,2.3321836,138.32355
498,2.538735,207.83661
499,2.1512463,128.29135
500,1.5256033,76.27064
501,2.671372,181.67804
502,2.3096669,139.42587
503,2.9492178,197.15184
504,2.217871,114.33174
505,3.9412827,225.8805
506,3.0972295,161.35805
507,1.6190691,102.2099
508,2.335487,167.19319
509,2.6367345,168.83922
510,1.7119768,84.136696
511,1.9007518,110.092155
512,2.0767264,113.01086
513,1.1897042,81.54491
514,1.8938682,89.6452
515,3.00835,192.72365
516,1.5300182,88.591064
517,1.7130203,96.17583
518,2.9394946,214.84164
519,2.0573564,99.95944
520,2.656932,174.93457
521,1.8948674,119.99771
522,2.5817037,178.91083
523,2.951732,194.96558
524,1.8256117,115.43227
525,2.2012708,97.90143
526,1.8384283,109.46237
527,3.2877507,217.81166
528,2.5189974,165.64386
529,1.8184807,117.081
530,2.7926047,186.12634
531,1.8166215,98.49878
532,2.161206,112.05353
533,2.1622539,147.78067
534,3.811853,244.16544
535,1.6897725,102.31372
536,1.9157336,87.24124
537,2.102899,105.30303
538,3.555794,240.58075
539,2.4623208,117.982635
540,4.11465,243.37964
541,2.6205258,191.17618
542,1.5783201,83.46258
543,4.0764074,250.07086
544,2.3778272,121.211716
545,1.8311374,99.15547
546,2.3683043,184.89606
547,1.8481724,94.31535
548,2.2375522,129.72754
549,2.4767785,121.20509
550,2.4667025,160.6386
551,2.3346717,125.11937
552,1.8772302,85.09134
553,2.5095985,169.89882
554,1.8844479,96.69121
555,2.1332147,101.63614
556,1.8770828,102.56583
557,2.71841,184.78746
558,1.388142,102.38075
559,3.836761,245.76872
560,2.7589536,146.97546
561,2.9946272,218.7739
562,1.9242603,117.82172
563,2.464291,166.40973
564,3.6789424,248.1927
565,2.1615174,117.81738
566,2.487287,157.66592
567,3.2010198,217.56287
568,2.8177376,199.61768
569,2.5057893,154.48383
570,2.128499,144.92345
571,2.7319417,201.75717
572,3.4628808,225.95016
573,3.373904,229.08896
574,2.8643289,172.27246
575,2.5793734,139.62708
576,2.5721796,175.44019
577,4.4851484,249.21053
578,2.7498286,183.34831
579,2.8408127,182.05074
580,2.5717764,115.04605
581,2.7061043,170.29736
582,2.585764,182.74597
583,1.9175023,96.535675
584,2.5792413,164.32213
585,2.505997,186.31355
586,2.66033,123.584885
587,2.5228457,150.66711
588,2.1767182,100.770355
589,2.8761697,215.28642
590,2.0119903,136.34421
591,2.2076516,141.02847
592,2.6104817,167.22272
593,0.7292626,66.43764
594,3.5120282,240.58868
595,2.571004,204.50668
596,2.4097073,174.11987
597,2.878155,189.14606
598,3.3212,235.34637
599,2.3991451,164.43295
600,1.5371838,87.47218
601,1.6743371,103.910126
602,2.1841938,177.54955
603,2.5287902,183.85416
604,2.613211,212.00417
605,2.1493819,106.69678
606,3.0543067,210.95877
607,2.6901956,193.13307
608,2.6373334,169.00085
609,2.9639945,224.02582
610,1.9726328,122.37482
611,3.0054073,217.35567
612,2.8625464,188.33685
613,2.857873,196.14694
614,2.1210227,137.98773
615,1.6091417,100.351074
616,1.9287792,107.83111
617,3.7564304,245.766
618,1.4274126,73.23388
619,2.3791919,164.07812
620,2.960592,186.78519
621,3.1230636,227.34465
622,1.8695309,101.3058
623,2.0099578,119.97133
624,2.4109175,160.04797
625,2.744269,203.79733
626,2.4254107,138.4838
627,2.3787456,138.88669
628,1.7545571,97.48031
629,3.5464659,217.11177
630,1.8216738,93.58935
631,2.5746396,208.74414
632,2.198748,105.39183
633,2.6525204,155.84116
634,1.6503096,107.63278
635,1.6882781,86.0183
636,1.9254506,113.376724
637,1.9693067,183.94885
638,2.91596,185.68282
639,3.014217,165.77374
640,3.3872142,225.30821
641,1.8780948,95.41479
642,1.8325477,134.5073
643,2.428874,149.39609
644,1.7646003,109.39935
645,2.73249,178.91791
646,2.2087743,145.07112
647,2.7582483,205.23825
648,4.189536,250.95233
649,1.428788,79.52199
650,2.6343112,181.65408
651,2.562413,160.765
652,2.810963,180.79749
653,2.6263852,195.91052
654,2.1254964,96.77871
655,3.1379023,215.44308
656,2.5511792,188.32043
657,2.4057345,170.66444
658,2.7429743,167.64853
659,1.8787588,139.91573
660,2.652997,170.026
661,1.9621714,144.4844
662,2.5017228,122.52516
663,2.5850112,168.75229
664,2.0669374,165.23108
665,3.1086988,222.22641
666,4.727038,247.61813
667,3.1598296,204.47688
668,2.1389585,97.54522
669,2.3697355,131.2122
670,2.0496318,174.74939
671,3.1159863,193.92879
672,2.2693775,170.01181
673,1.9173813,86.81713
674,3.2154987,220.15025
675,1.7494986,99.79819
676,2.867748,176.0105
677,2.223987,119.388985
678,1.9959708,127.83608
679,2.4602547,144.75409
680,2.691427,166.87363
681,2.5619192,165.87871
682,2.4394433,161.12625
683,1.721659,100.170044
684,2.4914622,157.23474
685,2.9051547,143.18582
686,3.1640813,231.06091
687,2.2303693,134.65869
688,2.9710193,209.02966
689,2.5166419,134.5343
690,3.7906013,236.01866
691,2.40354,134.75021
692,2.9278598,169.99597
693,2.121796,127.6554
694,2.6484275,141.38527
695,2.0981529,108.99663
696,3.2151756,224.91606
697,1.9212432,98.48327
698,2.9118202,226.99484
699,2.5080886,163.95319
700,1.7775716,91.871
701,1.5568143,74.94765
702,2.1626568,105.394615
703,2.6746106,210.63869
704,2.4036462,158.05505
705,3.3532887,239.33217
706,2.489776,177.58873
707,2.307266,131.48253
708,2.2399952,147.50874
709,3.354554,203.96358
710,3.018723,208.37016
711,3.0968816,231.37422
712,3.063244,191.21494
713,2.5012038,167.28964
714,2.3504672,174.47572
715,2.3228078,123.55098
716,2.5800939,121.536255
717,3.3572438,221.62073
718,1.7539202,86.80919
719,2.5963988,208.30573
720,3.4128299,238.36357
721,2.794227,212.62589
722,2.8692424,187.12357
723,2.2328463,160.41602
724,2.206476,121.55444
725,2.8800063,210.09354
726,2.279288,159.75217
727,2.4031668,155.29068
728,3.5595398,232.75961
729,2.4022655,124.49349
730,3.184708,211.46587
731,2.0127301,122.42505
732,1.7152507,97.80803
733,2.4316096,160.92561
734,1.7021141,90.34013
735,2.923543,214.87245
736,2.4170728,154.09659
737,2.6962693,195.69377
738,2.6900997,144.25293
739,2.0688376,136.31525
740,2.6475768,149.45557
741,2.0966194,108.85927
742,3.0391252,188.41745
743,2.4252253,141.39268
744,2.649405,154.67465
745,1.9811473,117.2663
746,2.0589333,89.859924
747,2.4436433,168.06639
748,3.9294076,243.64021
749,2.3125436,144.77124
750,4.3008246,250.48875
751,3.9697328,238.97618
752,2.9471393,198.76607
753,1.904299,117.402054
754,2.1224675,140.1673
755,1.9560256,100.62561
756,3.2497125,210.27007
757,1.9306638,104.27524
758,1.7403181,99.84317
759,2.6501572,197.4614
760,2.1346722,88.67737
761,2.0225995,127.80142
762,2.9846644,188.56439
763,2.0332763,136.61713
764,1.2193515,79.50627
765,2.1703534,114.32915
766,1.8760408,114.875435
767,3.0901256,207.9028
768,2.5981755,112.25159
769,1.8045368,92.45332
770,2.4736235,136.62018
771,2.6897998,157.5307
772,2.6120481,167.119
773,2.0837843,118.37439
774,3.3241293,228.33832
775,2.9848037,210.13548
776,1.9876657,107.3068
777,1.8871168,97.879395
778,2.0332446,126.80753
779,2.0231194,157.96564
780,1.6886244,95.21721
781,1.9419271,130.14825
782,2.1591415,151.82167
783,3.0462239,203.75468
784,2.9504359,221.91835
785,2.1977284,114.9361
786,2.157604,105.37226
787,5.149766,254.23752
788,1.8357518,114.02299
789,2.55057,153.85732
790,2.6609871,203.64622
791,1.7704414,94.75308
792,3.4172053,220.94849
793,2.5305905,111.782936
794,2.035711,133.8176
795,2.433533,155.33667
796,3.2183728,238.03151
797,2.6324525,148.97441
798,1.3757646,70.858154
799,1.7926666,73.44709
800,1.7658178,84.26371
801,2.7484632,193.51392
802,1.8539712,99.99568
803,1.3309658,76.48151
804,2.2564042,171.99704
805,1.3480088,76.22258
806,1.8137403,147.38011
807,2.0059216,118.24274
808,2.4326947,181.2583
809,2.3226304,205.76788
810,1.6320504,82.74753
811,2.4760034,177.0029
812,2.6707497,197.25623
813,2.521529,121.05968
814,1.7399495,83.09348
815,1.4016984,96.22621
816,2.7994037,185.71603
817,2.0099516,154.26495
818,3.331523,191.78635
819,1.7173927,85.17092
820,1.9928237,162.46698
821,2.31597,171.96866
822,1.8952596,110.315735
823,2.2363367,161.36264
824,3.3859477,215.86548
825,2.7499952,183.56998
826,2.5643756,148.27798
827,3.0866437,211.55801
828,2.7962792,219.70956
829,1.9027925,123.26363
830,1.866551,134.32101
831,2.3919463,151.44627
832,2.2082868,152.62503
833,2.595792,123.63369
834,2.9643142,194.50647
835,1.3080249,80.30124
836,2.038559,109.73718
837,3.0722878,211.963
838,2.9401839,215.9063
839,2.049466,127.08594
840,3.140887,215.73273
841,3.106071,219.77496
842,2.0273626,147.65894
843,2.025905,150.28445
844,2.5237756,201.75851
845,2.532519,180.75116
846,2.0856426,152.41016
847,3.1428702,204.37671
848,2.1221993,124.91208
849,2.689793,149.54196
850,3.1184692,232.75339
851,3.3105597,218.76419
852,3.4752624,240.51408
853,1.7921641,99.97476
854,3.8832507,252.1598
855,2.888679,171.58636
856,1.9463236,124.528656
857,1.4333513,80.82628
858,2.1141129,98.19675
859,1.6014282,82.90668
860,2.0030947,124.077965
861,2.149548,117.12456
862,2.4412453,154.37317
863,2.7543752,167.88577
864,2.4574037,177.13646
865,1.4879235,83.72797
866,3.0734544,213.47398
867,2.628174,195.07864
868,2.8056092,187.40425
869,1.5829523,86.353584
870,3.3832793,226.21188
871,3.7533162,230.49495
872,2.0319295,130.03572
873,1.7542307,102.09708
874,2.5052292,120.40257
875,1.966386,112.85985
876,4.881192,254.18529
877,2.363185,129.4241
878,3.833465,242.57645
879,2.7502103,192.87144
880,2.0122604,130.58739
881,3.403102,236.74905
882,3.3014097,239.09778
883,3.6163878,220.00153
884,2.0646496,103.54208
885,3.4723766,236.8415
886,2.110011,109.10217
887,3.1516004,204.83241
888,2.258236,127.62507
889,2.5867364,205.6721
890,4.336497,251.88338
891,1.9975669,99.000244
892,2.6032104,180.56743
893,3.0609834,173.36108
894,2.0186825,125.13627
895,1.6878164,85.4609
896,1.755509,126.58232
897,2.8204234,214.23927
898,2.4168255,138.7395
899,3.2915704,207.22726
900,2.7304616,187.96469
901,2.4168708,162.98178
902,2.056617,129.61653
903,2.5017056,142.10109
904,2.126917,107.668945
905,2.4585521,145.64073
906,1.5900728,97.56898
907,2.2427723,140.15848
908,2.0793686,115.12935
909,2.1379676,140.03964
910,3.8122559,241.25632
911,2.9028974,210.33221
912,2.3459244,157.99286
913,2.662324,179.34116
914,2.8993437,209.50844
915,2.3719218,122.35402
916,1.764237,140.63483
917,1.8212205,99.206985
918,1.9938866,116.92466
919,3.7680702,222.38948
920,2.5211363,178.41104
921,3.2416666,221.30994
922,2.6879497,200.12996
923,2.6008763,171.79974
924,1.9512117,138.54791
925,4.19169,244.66035
926,3.633554,246.47215
927,2.3425624,104.78155
928,2.1535637,104.41539
929,2.9869072,178.64078
930,1.9201423,93.91376
931,2.344417,147.91129
932,3.6240072,240.37723
933,2.1185415,133.42084
934,2.3403156,188.7421
935,1.7798178,76.70171
936,2.0657597,116.04816
937,3.229781,197.37839
938,1.4985627,87.71428
939,2.0833077,114.00817
940,2.8008316,175.89497
941,3.9451618,247.35739
942,2.6578052,172.1923
943,2.0546122,95.586815
944,2.6757238,207.92798
945,1.8101872,90.97805
946,2.6460583,155.15942
947,2.105527,144.50682
948,2.2868204,137.78177
949,2.5594156,202.2233
950,2.6350644,183.085
951,2.0594325,91.01294
952,2.9304109,200.26083
953,2.1304755,130.63153
954,2.6208463,139.51276
955,2.0739112,151.85324
956,1.8138365,132.1265
957,2.3862224,139.45845
958,2.3323789,139.38217
959,1.1496409,74.386375
960,3.0160868,231.23357
961,3.014101,219.81918
962,1.7809603,100.96916
963,2.1678205,124.85721
964,2.720429,184.02948
965,2.476406,144.62616
966,2.540543,146.99123
967,2.6358519,185.94113
968,2.9324517,174.90161
969,2.187099,144.7042
970,2.0819588,99.27068
971,2.0407102,114.17233
972,2.0577996,119.403175
973,2.966974,175.7554
974,2.225318,180.07974
975,1.6639276,88.99964
976,3.322048,217.969
977,2.611072,163.21455
978,2.07375,127.9187
979,2.450746,127.71561
980,1.8905323,92.98362
981,1.9391626,106.969215
982,2.6639023,137.39279
983,2.7626102,211.7186
984,2.1024396,111.96187
985,2.4483733,141.14351
986,1.9263687,118.45356
987,2.2466555,133.56827
988,2.9339461,183.55382
989,2.0272102,104.63632
990,2.5761793,172.93661
991,2.9151347,197.98662
992,2.384357,120.742714
993,3.0390334,234.96088
994,2.2354271,154.25667
995,2.2593057,151.93073
996,1.8232499,112.18646
997,1.8783494,83.7068
998,2.8547852,153.64993
999,2.6003776,152.96902
1000,3.0835438,208.1682
1001,2.1998963,123.61711
1002,3.7020004,241.40462
1003,2.293159,176.39047
1004,2.8731747,159.03162
1005,2.3512654,148.88208
1006,2.3171525,174.87625
1007,2.452314,146.31978
1008,2.2502747,161.94724
1009,2.7293534,176.08629
1010,3.3677454,230.6528
1011,1.6353174,100.14585
1012,3.9652076,246.39568
1013,3.152493,222.86978
1014,1.5328952,115.89078
1015,2.1984625,120.3887
1016,2.004401,141.57806
1017,2.3503976,179.14081
1018,1.5513307,101.980034
1019,3.455051,228.82799
1020,1.7869897,99.95473
1021,3.0640798,206.27719
1022,2.0531783,116.8091
1023,3.487084,215.41174
1024,2.4614892,137.62263
1025,3.2712348,199.80554
1026,1.8619812,111.26488
1027,1.5004365,86.17406
1028,3.2516227,229.90765
1029,1.5732834,90.76727
1030,3.1879406,225.29764
1031,1.6638515,91.44092
1032,2.9782422,194.0603
1033,2.1870074,109.82773
1034,3.0166917,209.47357
1035,2.2277517,117.00354
1036,2.7308936,171.03424
1037,3.627277,235.4568
1038,2.402498,143.35162
1039,1.8589625,82.15025
1040,3.9938884,246.14937
1041,1.8236622,112.3197
1042,3.1054163,220.88713
1043,1.9789025,140.97885
1044,3.1959083,221.90175
1045,3.2779546,234.49704
1046,2.9221883,152.56584
1047,3.2709365,200.78305
1048,3.1702495,228.63702
1049,1.9182074,134.05681
1050,2.4417663,164.6842
1051,2.551645,175.90274
1052,2.6248593,190.29637
1053,3.256863,178.70575
1054,2.6208308,195.61932
1055,3.7481694,242.52675
1056,4.61904,250.67265
1057,2.9851112,228.66116
1058,2.3688388,195.96136
1059,2.0394328,136.86954
1060,2.4654398,172.26727
1061,2.9846642,211.4955
1062,3.0022435,201.45155
1063,2.4432476,168.48627
1064,3.085737,194.69444
1065,2.0701184,106.24992
1066,1.904085,97.6352
1067,3.0978475,229.12556
1068,1.8127244,121.52965
1069,2.7322507,212.45007
1070,2.2063913,166.0901
1071,2.3169346,149.10966
1072,1.0458007,89.93729
1073,2.0116587,119.63539
1074,2.6416144,184.37302
1075,1.876258,107.90663
1076,2.2973518,148.30286
1077,3.390039,226.51973
1078,2.001159,138.64297
1079,2.904839,177.08469
1080,2.6072776,196.88016
1081,2.5495238,156.22961
1082,2.883232,153.5262
1083,2.9548345,202.45802
1084,2.0377097,140.75453
1085,2.649938,141.33643
