index,thickness,intensity
377,3.5307229,226.63504
378,3.8241944,247.4274
379,2.6421216,167.06604
380,1.5186725,85.98589
381,2.272555,116.82022
382,2.6645489,169.53967
383,2.9311693,196.43846
384,2.3675346,165.9502
385,2.595223,203.19377
386,2.5065353,144.28426
387,3.061983,210.0151
388,2.7221403,154.41904
389,3.32055,228.67276
390,2.0060787,139.86319
391,3.0805292,221.60342
392,1.3411714,94.57599
393,1.9641098,125.76106
394,2.9200249,182.19513
395,5.3607616,254.92715
396,2.0783608,146.20203
397,4.6872654,254.42142
398,2.8387134,188.7012
399,1.7530086,110.1985
400,2.4602134,125.41499
401,2.8791535,213.26924
402,2.7908657,184.41669
403,2.4540184,185.8797
404,1.096762,90.87639
405,1.3340229,90.26799
406,4.331476,250.79825
407,2.7071702,173.21184
408,2.1109605,111.104744
409,2.1615338,125.19611
410,1.2932981,96.32409
411,2.0828066,117.39946
412,2.0727248,125.45585
413,3.215535,186.068
414,3.4578269,212.68655
415,2.055264,103.32708
416,3.6210928,222.96918
417,3.4962635,208.0994
418,1.1262476,82.0912
419,1.4203978,132.29991
420,1.8229887,122.43707
421,1.8609093,89.577095
422,3.5091796,203.46803
423,1.8081708,116.29736
424,2.2570317,162.03644
425,2.8795052,202.91223
426,2.4273853,176.29489
427,2.1087081,142.86385
428,2.2454226,120.45844
429,2.0726209,159.194
430,1.8669897,118.93013
431,2.4341319,171.81033
432,2.7471926,181.7374
433,2.6020033,198.47908
434,3.2904358,229.00621
435,3.359321,239.58327
436,2.7463686,194.45781
437,3.8978043,222.22897
438,1.8544145,125.76902
439,2.7926037,150.44243
440,2.8175883,164.40218
441,1.9571493,110.884735
442,2.4185708,176.74136
443,2.951465,208.81204
444,2.2542586,191.86945
445,2.1282837,151.54144
446,3.4250891,235.91724
447,2.6194084,162.28183
448,2.5062573,139.40417
449,2.1655645,126.03273
450,3.2667053,224.77046
451,3.9429758,230.66948
452,2.096776,128.68832
453,2.9767041,216.6309
454,3.1294806,204.75252
455,1.5647033,81.51028
456,2.3963153,186.80458
457,2.7342231,134.03998
458,2.7535996,168.14157
459,2.1916125,156.03467
460,2.0788205,136.69235
461,1.8760492,106.29103
462,2.4840004,167.23883
463,1.7604574,130.33435
464,2.238444,179.49059
465,3.4168296,208.284
466,2.154963,122.62648
467,2.7062452,186.52289
468,3.5177667,230.02055
469,1.8143072,120.62819
470,2.7589455,168.8581
471,2.1232815,136.87677
472,3.038228,180.27446
473,2.3104017,123.836266
474,4.6512346,253.0157
475,1.8383763,99.00029
476,1.8281608,106.321335
477,3.12023,217.05533
478,2.1802568,118.408356
479,3.155949,187.24905
480,3.700214,245.66219
481,3.933798,243.91806
482,2.5882325,201.36702
483,2.7264714,198.49132
484,2.4318342,147.52866
485,2.1583848,106.38344
486,2.0872984,108.64494
487,3.4610283,225.66722
488,2.29124,116.56096
489,2.8636036,221.2894
490,1.5831282,131.50407
491,3.650865,232.79767
492,1.7867627,84.75699
493,1.2582424,86.95507
494,2.2661276,105.56939
495,1.9467549,107.72416
496,2.8787594,156.5968
497,2.7277453,207.53719
498,1.6742172,91.29519
499,2.1697373,112.15759
500,2.710773,205.31013
501,3.4776757,223.16544
502,1.9506489,123.417076
503,2.9327967,191.58876
504,2.8875835,204.62791
505,0.541345,76.967995
506,3.050772,191.61438
507,2.5140274,136.59402
508,1.080527,74.94953
509,2.8114424,168.85095
510,2.9365606,219.58034
511,2.5490394,160.95953
512,1.2413644,87.424614
513,1.9236058,116.871185
514,2.622875,186.48227
515,2.4355252,177.38857
516,1.9097853,109.06705
517,2.7477329,134.53209
518,1.6813674,101.8504
519,4.3050923,250.13712
520,2.9612272,165.21532
521,1.2747996,104.01848
522,3.688875,221.6038
523,3.6688514,237.86319
524,1.6279035,97.46139
525,3.7111187,240.35558
526,2.3234985,139.68573
527,2.2616973,156.44998
528,1.8107712,114.99233
529,2.793522,202.4204
530,2.0862937,112.34447
531,3.213904,207.75148
532,1.9147067,121.69353
533,1.4262108,93.90839
534,1.7361076,95.939316
535,2.335027,132.03467
536,2.598553,163.30243
537,1.6132047,117.70406
538,2.9040005,197.88248
539,3.4768705,221.14809
540,4.439064,251.28246
541,2.6393857,141.6423
542,2.5357847,180.60773
543,2.6693838,138.54388
544,1.6323271,98.236115
545,1.9461039,112.76643
546,2.6072698,147.39091
547,3.35604,222.0719
548,2.879624,185.52847
549,2.2865705,128.26573
550,3.0872211,175.90826
551,1.7295734,106.85491
552,4.3873305,253.2274
553,2.564683,174.5324
554,3.193428,188.77437
555,3.8860126,239.0928
556,2.5464332,126.67701
557,1.8251352,110.53814
558,1.897707,110.45061
559,3.5083783,216.82257
560,3.11341,227.84482
561,2.764197,197.44003
562,1.6041697,90.78029
563,3.020298,191.48372
564,4.3820057,250.62383
565,1.9199474,120.60959
566,2.5927289,150.534
567,2.5754697,204.1359
568,2.1151974,132.92926
569,1.5536106,111.2796
570,2.2913778,114.63699
571,2.367722,107.185165
572,3.7868342,240.59937
573,2.5697079,176.13551
574,2.7153475,178.42178
575,2.896965,193.86417
576,2.9538486,171.31131
577,2.9978838,164.34222
578,2.5637217,188.8115
579,1.785141,88.033134
580,2.4327257,145.24197
581,2.9527655,181.07712
582,2.0930238,107.42267
583,2.5768223,172.01596
584,2.3831239,142.6362
585,3.4156816,239.82697
586,2.9353561,161.99615
587,1.5470585,83.5536
588,3.905962,246.13428
589,3.3692296,195.81818
590,2.9402645,204.28453
591,1.5008595,97.876656
592,2.8101766,218.28656
593,3.232163,193.24765
594,3.2472208,234.24612
595,2.3793325,155.29517
596,2.0395432,127.57912
597,2.1067085,112.28685
598,1.9407965,115.298615
599,2.853827,182.27425
600,2.8354766,151.0151
601,2.5526748,162.88446
602,3.2577302,210.54784
603,3.3575957,221.16422
604,1.83167,147.5746
605,2.4982011,142.6289
606,2.2835846,131.9967
607,2.4653463,171.8747
608,2.2850373,166.26773
609,3.1782963,230.99068
610,2.295381,131.8756
611,1.6321641,93.48182
612,2.6737952,155.47598
613,2.2896914,130.18692
614,3.168374,213.69716
615,2.39807,180.00844
616,2.0998724,111.536835
617,2.1466756,135.7463
618,2.8243675,194.53998
619,2.3038375,144.76096
620,3.6407847,230.26506
621,2.5221689,156.58145
622,0.9264183,77.51322
623,1.9645953,139.45213
624,2.2269578,173.53609
625,4.255902,247.97147
626,2.8071516,177.9648
627,1.6028748,94.696686
628,2.7359164,176.48993
629,3.1247098,201.07103
630,2.8060143,193.3154
631,1.0345473,91.97792
632,2.6707845,166.41772
633,1.9180384,86.52934
634,2.8745508,192.56018
635,3.1227045,194.98872
636,2.2627816,136.49272
637,1.267677,80.51092
638,1.8377886,124.19486
639,2.4253452,160.07626
640,2.6815796,132.159
641,3.0298703,183.50177
642,1.988076,115.23547
643,2.2171354,120.47823
644,2.9302995,192.00496
645,2.7552469,217.80069
646,3.4308908,217.25873
647,1.8290417,167.28903
648,2.6447706,175.39789
649,1.7228364,111.78081
650,1.8008322,109.27708
651,2.3121405,131.1531
652,3.1561387,213.8475
653,1.9616448,98.831436
654,1.3173131,79.01931
655,2.8395643,222.53448
656,3.4815214,235.17897
657,3.367223,238.20338
658,2.732978,149.21335
659,3.29904,219.04427
660,3.8927696,241.0613
661,2.6536953,186.1417
662,1.9256124,89.63863
663,2.2627575,136.47484
664,3.000955,169.39545
665,3.0259168,202.707
666,4.6235566,254.2277
667,2.3003168,145.11658
668,2.7327724,173.26382
669,2.48866,181.8784
670,3.4627793,239.61078
671,4.093817,250.80005
672,3.3967552,230.30745
673,3.7710655,231.58566
674,1.9686235,134.19324
675,2.5415115,139.71751
676,2.52335,147.0661
677,1.0855819,75.65022
678,1.6251347,80.790504
679,3.047969,163.49542
680,2.5230498,184.97263
681,3.107267,196.60248
682,1.657445,95.66923
683,1.4766428,86.54051
684,2.3575544,127.47201
685,2.3452306,163.28989
686,1.1372554,79.31264
687,2.3174891,145.639
688,2.0848758,114.41212
689,2.6432273,133.31946
690,2.2647245,125.43172
691,2.3341482,167.27412
692,2.838501,207.76437
693,3.0079715,195.00415
694,2.7986865,203.37654
695,2.4658258,142.43626
696,2.4472516,130.9164
697,1.6257162,90.28029
698,2.499316,131.36964
699,2.34342,101.87127
700,2.3222136,122.507484
701,1.9184246,103.73999
702,2.3560238,130.7485
703,1.7827748,98.00974
704,2.514834,176.05008
705,1.8999499,138.37355
706,0.67254025,71.88819
707,1.8349028,108.57149
708,1.7966669,105.658455
709,3.0856624,224.95029
710,2.6940732,185.66394
711,2.1424294,151.98045
712,2.1207693,135.95709
713,2.9264543,167.29712
714,2.63312,180.93983
715,3.5381863,234.14182
716,2.0781817,111.67834
717,2.3095767,164.12726
718,3.5075564,231.23672
719,2.8272958,182.66571
720,2.982802,179.18657
721,2.358656,117.712296
722,2.9950569,170.02509
723,4.1851034,247.21062
724,2.2265873,139.28194
725,1.9713746,147.28323
726,3.2072105,217.79166
727,2.32888,170.96616
728,1.6859035,117.9658
729,3.4262285,222.24863
730,2.2729735,152.59216
731,2.4813643,148.0139
732,3.7483206,231.52061
733,4.178746,235.86676
734,1.093827,85.8755
735,3.5974178,240.26715
736,1.5190245,86.28485
737,2.8825722,209.11182
738,2.107048,150.55954
739,2.3129869,125.479454
740,2.0840387,115.775665
741,2.8114457,172.9638
742,2.6616056,175.0738
743,1.6515824,103.844376
744,1.7399527,89.201584
745,4.300512,249.89157
746,2.5595136,135.02907
747,2.5600255,172.14966
748,2.99848,196.1673
749,4.0551777,248.3363
750,3.7050297,240.05551
751,1.9697281,139.10815
752,1.9990252,106.55823
753,2.979744,174.77707
754,2.4512358,159.03427
755,2.842795,184.50095
756,2.1741767,114.8278
757,2.6996744,215.37677
758,1.8730178,102.341415
759,3.1961765,205.86108
760,2.5707679,193.61438
761,2.6553178,193.68219
762,2.751365,203.39442
763,2.2761319,152.43994
764,1.9381188,151.91118
765,2.7671695,181.82993
766,2.5791876,137.26778
767,3.6801724,230.77492
768,3.045885,214.42677
769,2.1837168,116.23098
770,2.9665687,212.63269
771,2.699134,182.1626
772,1.7005217,101.71947
773,2.3669415,157.34702
774,3.8314788,243.96684
775,2.235989,164.60971
776,2.522841,140.32208
777,3.1551163,151.61072
778,1.7839211,97.76994
779,3.5216613,212.17184
780,2.0714376,107.786064
781,1.7210257,98.46388
782,1.2943637,100.34546
783,2.9721143,144.21426
784,1.9881465,96.82495
785,2.7712786,150.89702
786,2.1269724,123.74991
787,4.2525496,245.75734
788,2.4083571,152.02367
789,1.9705087,126.96952
790,1.9892757,125.236435
791,1.9540358,97.19942
792,1.4295506,99.3551
793,3.4997818,202.86874
794,1.5259365,115.757095
795,3.433538,241.4523
796,3.2607348,219.43047
797,1.5152022,95.250084
798,2.5636353,204.10016
799,2.6339476,157.01102
800,2.3709512,183.5724
801,2.384743,143.92067
802,1.7914195,91.972916
803,2.7527223,162.34894
804,3.0426776,167.46613
805,2.9697433,209.58463
806,2.8829932,187.70895
807,2.0951183,125.48208
808,1.9922675,134.11386
809,1.976653,118.188644
810,1.9650109,96.02666
811,2.663519,170.5179
812,1.8865609,132.49979
813,2.9909952,183.7955
814,3.6827457,247.99248
815,2.104341,150.79114
816,2.9392405,213.12158
817,3.0170681,172.3913
818,3.5887363,240.86533
819,1.2596658,96.962715
820,1.769237,113.95336
821,3.8967273,234.89604
822,1.8289794,124.62465
823,1.460373,103.43266
824,2.6806583,144.98642
825,2.0378041,96.445435
826,3.5272284,234.20248
827,2.7374063,169.55269
828,2.9255853,211.63951
829,2.2447152,156.66756
830,2.0733893,113.44751
831,1.6976426,102.94758
832,2.8789325,182.42012
833,2.1364305,138.31003
834,2.4482756,143.74586
835,2.8506236,186.59518
836,2.1041343,147.07657
837,2.4313219,152.70975
838,1.4706562,79.01869
839,2.14793,123.39691
840,3.1843398,206.86217
841,1.7224866,93.13549
842,1.9450307,106.07458
843,1.2782427,78.903145
844,2.852849,214.66899
845,2.9474947,189.05244
846,3.2547767,213.08559
847,2.8439395,185.86513
848,4.7935944,253.08366
849,2.3513374,164.65646
850,2.7036054,182.37631
851,3.324782,222.25856
852,2.755359,194.69958
853,2.489618,153.0004
854,1.374809,101.85124
855,4.521846,251.4776
856,3.3009691,203.95732
857,1.9910122,143.3924
858,2.4947224,170.1152
859,1.7886629,110.29807
860,1.8311834,140.19623
861,2.7090456,190.74174
862,1.418931,95.44775
863,2.5773017,187.47864
864,2.220552,142.01067
865,1.370218,92.94375
866,3.0837786,221.58575
867,3.5970469,213.08408
868,2.6493435,188.83514
869,2.1128542,130.56168
870,3.2805333,231.09462
871,2.0671237,158.49731
872,1.7817215,116.174225
873,1.700363,87.69819
874,2.8480194,224.5038
875,2.2607307,141.07098
876,2.1588106,155.24138
877,2.5276668,161.06705
878,2.9114828,202.70168
879,2.8770716,135.14003
880,2.0939496,88.615295
881,1.7204273,106.096405
882,2.0671117,154.12334
883,4.2472434,243.80687
884,2.4903257,147.1539
885,2.9706924,179.10286
886,2.5807493,128.8663
887,2.6497223,184.15633
888,3.32425,220.85257
889,3.724309,243.8307
890,1.7525325,122.90283
891,2.3059306,128.28468
892,2.3564398,133.78561
893,2.5468395,201.58014
894,3.0666616,225.32646
895,2.9329135,234.86942
896,2.7908797,167.82838
897,2.8100207,204.67427
898,3.9194765,239.51778
899,2.5578387,165.8193
900,1.6081241,90.75003
901,2.7186732,207.83067
902,3.650649,227.87552
903,3.9986277,248.5672
904,2.320865,135.55164
905,1.3336517,77.321945
906,3.660457,222.27524
907,2.3516026,121.944824
908,1.9091094,122.97268
909,2.2087011,152.29004
910,3.9582303,248.21074
911,3.4023476,219.18178
912,2.2382975,100.31195
913,2.0215313,103.993
914,3.606336,234.57092
915,2.5000358,155.46364
916,4.182102,243.44011
917,3.1995184,213.56418
918,1.8543049,112.12145
919,2.4077294,146.53357
920,2.6836066,123.12384
921,2.9094493,190.9726
922,2.4150662,149.80447
923,2.4257197,134.39267
924,2.3995006,172.45564
925,3.4844444,237.08134
926,2.3166761,132.06445
927,2.4320943,136.77101
928,3.388815,204.74583
929,2.1733403,142.33188
930,2.0220284,122.33206
931,2.8420541,206.98282
932,1.9400826,129.71175
933,1.8504874,86.376114
934,2.939454,168.86049
935,2.399786,161.91644
936,2.7188087,189.70291
937,1.8920642,110.20306
938,1.101198,78.85957
939,1.9180231,92.723404
940,3.708382,237.92863
941,2.1943285,121.755844
942,2.4974072,160.75502
943,1.462683,116.9492
944,4.056328,247.55032
945,1.2765884,104.543816
946,1.8389333,101.929825
947,2.8282616,186.48444
948,2.1952875,118.93672
949,2.51782,154.94528
950,2.5423312,125.22652
951,2.7540088,154.28836
952,2.0902746,123.97815
953,3.9567761,237.51059
954,3.1550555,190.30682
955,1.7602369,107.74644
956,2.3087127,128.82243
957,2.2651818,115.61165
958,2.1933205,117.65868
959,2.954801,201.27983
960,3.3496666,228.70047
961,2.3794837,151.71915
962,1.1420658,94.84269
963,3.1273687,204.4265
964,1.5276456,92.32562
965,1.9557168,141.34552
966,1.6848094,114.01143
967,1.4328299,107.91439
968,2.0651171,123.81237
969,2.4112456,148.07759
970,2.64347,188.01526
971,2.2496183,117.371506
972,2.8929577,208.54591
973,3.7337575,238.4069
974,2.3341842,177.13037
975,2.4052668,173.30524
976,1.8904372,123.463165
977,1.9122934,119.60697
978,1.624277,108.98824
979,1.9929072,117.255035
980,1.8929743,108.68064
981,1.612052,102.06325
982,2.4274964,184.58948
983,3.804389,229.32642
984,0.9982072,94.38136
985,1.6784042,111.72423
986,1.8320947,134.66895
987,2.2456925,160.54843
988,1.8996127,119.87491
989,2.0623522,117.228165
990,2.5114152,178.24234
991,2.3558176,137.33865
992,3.1723561,214.54361
993,1.8229952,111.666
994,3.2641006,226.63322
995,3.491159,242.40471
996,2.23786,151.64719
997,3.8854012,234.9692
998,2.119621,131.50658
999,2.4439628,158.7136
1000,1.7882899,95.626396
1001,2.2214582,148.53874
1002,2.219258,177.47675
1003,2.0620234,116.63605
1004,2.1263752,116.588486
1005,2.5965903,198.36655
1006,3.5152178,227.84476
1007,1.5064244,89.99388
1008,2.5811095,218.22592
1009,2.4633234,116.26088
1010,3.249151,188.26428
1011,2.1087875,127.70192
1012,2.9486718,205.2418
1013,4.112469,249.99982
1014,3.966397,227.41528
1015,1.941154,156.5532
1016,2.533687,142.71777
1017,2.4237533,173.47115
1018,3.4429548,188.85168
1019,1.9647583,95.77093
1020,1.6155778,115.15521
1021,1.7726418,121.17705
1022,2.8307028,151.86623
1023,2.1859486,177.53325
1024,3.9558017,245.0098
1025,3.1963634,218.17685
1026,2.97933,200.16385
1027,1.7012434,123.574974
1028,3.3325152,219.07294
1029,3.6777163,239.51779
1030,2.2201982,144.67139
1031,2.6979804,154.40971
1032,3.370055,215.55577
1033,1.6267473,89.058014
1034,3.5095158,235.02475
1035,2.1260333,128.21634
1036,2.1417317,153.31653
1037,2.9882796,206.54553
1038,1.4467181,109.06592
1039,2.8009367,210.33723
1040,3.390027,241.15117
1041,1.5982418,107.62565
1042,2.048485,123.91185
1043,2.1819093,129.49254
1044,2.2705061,146.45276
1045,2.0779798,111.99608
1046,2.5355885,166.19307
1047,2.1263502,160.359
1048,2.697103,139.41696
1049,1.9537829,120.16724
1050,1.2139361,88.65271
1051,3.8761394,231.2546
1052,3.3342838,225.96854
1053,1.8669894,111.62966
1054,2.7228286,185.96277
1055,3.6152174,226.5113
1056,2.1975868,128.8908
1057,2.523126,165.33284
1058,2.3001857,177.50073
1059,2.4057078,163.02255
1060,1.7189009,114.53784
1061,2.1121955,118.78244
1062,2.471317,169.15738
1063,1.9543083,138.95917
1064,1.8327353,110.86649
1065,2.3279839,120.275375
1066,2.9455674,201.72762
1067,3.4623249,226.94374
1068,2.6456356,194.06439
1069,1.5178092,79.601204
1070,3.1587408,218.28455
1071,2.9191496,217.2874
1072,2.9352114,161.0028
1073,3.1443129,210.1033
1074,2.45154,117.863075
1075,4.25896,252.36826
1076,1.5005347,87.94825
1077,3.7557259,236.07794
1078,2.5126622,154.45758
1079,3.3291054,230.61899
1080,3.373983,217.30562
1081,2.9283724,164.4963
1082,2.0673037,96.71307
1083,2.2201388,127.74718
1084,2.2534556,129.05927
1085,2.8277066,218.64635
1086,2.025656,142.92603
